"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"342","Mi Barrio Verde - Conjunto Dulce Amanecer Pujilense","El Conjunto Dulce Amanecer Pujilense es un barrio circular, convirtiendo los desechos que generan en sus hogares en materia prima para fertilizar sus huertos de manera natural, colaborando con el ambiente y con una alimentación más saludable.","El programa Mi Barrio Verde fomenta el cuidado de la naturaleza y la incorporación de prácticas amigables con el ambiente, acciones sencillas que ayudan a cuidar del planeta."
"34","Mi Quito","Es una plataforma en la cual se involucran agentes externos al municipio de Quito para encontrar soluciones a problemas de la ciudadanía por medio de lluvias de ideas entre otros dentro de la metodología de co-creación","plataforma de co-creación que el Municipio del Distrito Metropolitano de Quito pone a disposición de la ciudadanía con el objetivo de establecer un espacio virtual en donde podemos aportar con ideas que contribuyan a la co-creación de soluciones para atender los retos actuales de Quito. En corto, Mi Quito es una puerta abierta entre el Municipio y la cudadanía."
"33","Mi primer huerto","Proyecto que busca promover la educación ambiental a temprana edad y la soberanía alimentaria en nin@s, mediante la capacitación teórica y practica para crear huertos como herramienta de aprendizaje","Emprendimiento social que busca mediante un kit agro didáctico que los niños de 3 a 11 años tengan la experiencia y aprendan a cultivar sus alimentos de una manera simple, segura y divertida"
"283","Mirlo Arte en Metal","Mirlo Arte en Metal incorpora varios procesos tecnológicos, adaptándolos a la fabricación de chimeneas ecológicas y artículos en metal de buena calidad , funcionales y prácticos. Listos para implementarlos en el hogar.","Mirlo Arte en Metal se especializa en la fabricación de Chimeneas Ecológicas y productos decorativos en metal para el hogar. Nuestra misión como empresa es de traer alternativas con las últimas tendencias decorativas que sean prácticas y promuevan la unión familiar."
"250","Mis derechos van conmigo","Campaña de sensibilización-educomunicación, con enfoque de derechos, género, diversidades y movilidad humana en cooperación con ONU migración y fondos de ayuda internacionales del gobierno de Estados Unidos.","Implementación de modalidad de atención integral para población LGBTI+ en situación de Movilidad Humana. Incluye atención directa y gratuita en cuanto a asesoramiento legal, médico y psicosocial"
"207","Moovy","Es un sistema de movilidad sostenible que posibilita integrar los sistemas de transporte público anclados al uso de bicicleta convencional, bicicleta eléctrica, scooters y transporte privado.","Se trata de una aplicación que permite a los ciudadanos localizar bicicletas en el casco urbano de la ciudad, contribuyendo al impulso de alternativas inscritas en la movilidad sostenible."
"79","Mujeres Innovadoras","Innovación para transformar ideas en   soluciones económicas y sociales para mejorar la productividad y competitividad de Ecuador. Ciudades competitivas, Clusteres innovadores.","Iniciativa que busca compartir información relacionada con la participación de las mujeres en la actividad económica/productiva del país; a fin de identificar programas complementarios para la incorporación del enfoque de género en sus actividades y la identificación de otros programas;  desarrollar de manera conjunta las actividades de promoción, difusión y ejecución del programa; participar y apoyar técnicamente en reuniones, eventos y talleres de coordinación del proyecto, de seguimiento y evaluación."
"368","Mujeres rurales, en el campo y la ciudad","La iniciativa a través del concurso consta de dos componentes: 1) Empoderamiento y corresponsabilidad ciudadana y 2) Fortalecimiento de la toma de decisiones y políticas públicas climáticas a nivel local, desde el enfoque de género.","El objetivo de la iniciativa a través del concurso fue visibilizar la trayectoria de las mujeres rurales del
campo a la ciudad de Ambato o viceversa desde diferentes miradas. Mediante este concurso se buscó además promover la igualdad de oportunidades para mujeres rurales en la realización de actividades de formación profesional y en el ámbito laboral."
"364","Multiplicando los beneficios ambientales y sociales proveídos por la biodiversidad y los reservorios de carbono de los ecosistemas Alto Andinos","El proyecto tuvo como objetivo conservar los ecosistemas alto andinos mediante el desarrollo e implementación de herramientas validadas científicamente de manejo integral del territorio, sistemas de manejo forestal y agro-forestales, y prácticas de restauración que mantienen o mejoran las condiciones de la biodiversidad y los contenidos de carbono.","Las actividades enmarcadas en este convenio fueron realizadas en alianza con CONDESAN buscaron el fortalecimiento de la gobernanza ambiental de líderes y jóvenes en el noroccidente de la Provincia de Pichincha, así como actividades de investigación practica sobre la restauración ecológico y otros sistemas de producción sostenible."
"1","NANAY","Nanay te ayuda a encontrar y compartir apoyo en la comunidad ecuatoriana, es una iniciativa de todos.","Somos personas enfocadas en encontrar soluciones a problemas concretos. Un equipo que busca ser el nexo, a través de herramientas digitales, entre los necesitados y los que quieren ayudar."
"148","NUO Salud","Mediante monitoreos control remoto de pacientes e historiales médicos digitales aasí como otras herramientas tecnológicas permite al los hospitales brindar una atención al cliente más eficiente","Soluciones tecnológicas que permiten a un hospital o clínica, el cumplimiento cabal de los 5 correctos y una efectiva trazabilidad de pacientes y medicación, apuntando a mejores servicios de salud y optimización de recursos."
"147","NUO Salud","Mediante monitoreos control remoto de pacientes e historiales médicos digitales aasí como otras herramientas tecnológicas permite al los hospitales brindar una atención al cliente más eficiente","Soluciones tecnológicas que permiten a un hospital o clínica, el cumplimiento cabal de los 5 correctos y una efectiva trazabilidad de pacientes y medicación, apuntando a mejores servicios de salud y optimización de recursos."
"357","Naku","Los Sáparas quieren compartir sus experiencias sobre el mundo material y espiritual, facilitar una transformación personal a quienes los visitan mediante un proceso de sanación, además de regalarles una experiencia de vida inolvidable.","Naku es un proyecto de ecoturismo comunitario y de sanación ubicado en la amazonía Centro-Sur del Ecuador, sobre el Río Conambo en el territorio de la Nación Sapara, declarada Patrimonio Inmaterial de la Humanidad por la UNESCO. Naku fue creado por las comunidades Sápara de Llanchamacocha, Nakuna, Naruka y Matsakau, como una forma para mantener viva su cultura, sus tradiciones y por conservar su territorio."
"355","Niños con Futuro","El proyecto que consiste en la entrega de un huevo diario a 502 infantes de la parroquia Simiátug, identificados con desnutrición crónica. El trabajo de cuidado y seguimiento del estado de los niños se realizará en coordinación con la cartera de Salud, que evaluará peso, talla, determinación de hemoglobina y valoración nutricional de los menores.","El alimento se entrega con base en estudios científicos, según los cuales en dos años los menores saldrán de esos niveles de desnutrición crónica. Adicionalmente se trabajará en el mejoramiento del sistema de agua potable en el casco parroquial de Simiátug."
"235","ODS Territorio Ecuador","3 componentes en los que participarán actores relevantes al cumplimiento de los ODS a nivel nacional y local para conformar mesas de diálogo, observatorios ciudadanos de monitoreo a los ODS y un programa de desarrollo de capacidades enfocado a escala local.","Busca contribuir a la mejora integral de las condiciones y medios de vida en Ecuador, a través del cumplimiento de los ODS mediante su incorporación en las políticas públicas nacionales y locales y el fortalecimiento de la sociedad civil y de los GAD en su implementación y seguimiento. Para lograr este objetivo, el proyecto ejecutará 3 componentes en los que participarán actores relevantes al cumplimiento de los ODS a nivel nacional y local para conformar mesas de diálogo, observatorios ciudadanos de monitoreo a los ODS y un programa de desarrollo de capacidades enfocado a escala local."
